FlightID,RouteCode,Origin,Destination,FlightDate,FlightDurationMins,AircraftType,SeatsAvailable,SeatsSold,Revenue,OperationalCost
FL03962,PHXLAS165,PHX,LAS,2024-07-22,70,B737,162,125,120366.64,144514.04
FL03963,BLRFRA643,BLR,FRA,2024-06-19,591,B777,350,345,14506416.94,522093.83
FL03964,DFWDEN334,DFW,DEN,2024-01-11,131,B777,350,178,1974187.23,354248.08
FL03965,GOIBOM673,GOI,BOM,2024-07-12,69,B737,162,123,95741.14,145098.54
FL03966,DELAMD347,DEL,AMD,2024-08-27,90,B737,162,70,97218.77,149446.74
FL03967,DELKTM414,DEL,KTM,2024-08-27,109,B737,162,47,749138.21,153434.22
FL03968,LHRJFK256,LHR,JFK,2024-10-20,436,B777,350,304,17744809.16,744022.12
FL03969,MIABOS172,MIA,BOS,2024-02-26,185,B737,162,89,98806.61,163529.73
FL03970,DXBBOM181,DXB,BOM,2024-01-19,171,A320,180,136,3828128.1,171864.54
FL03971,MAADEL655,MAA,DEL,2024-07-01,159,B777,350,261,695379.9,366817.92
FL03972,LAXNRT573,LAX,NRT,2024-06-04,687,A380,555,535,51294925.42,914556.64
FL03973,BOMCCU689,BOM,CCU,2024-02-25,154,A320,180,131,621897.27,170986.34
FL03974,HYDBLR645,HYD,BLR,2024-01-29,77,B737,162,162,899271.03,145167.94
FL03975,DENDFW439,DEN,DFW,2024-04-19,132,B777,350,305,2827480.67,355875.62
FL03976,DXBBOM181,DXB,BOM,2024-02-23,175,A320,180,106,1768986.47,172042.05
FL03977,SFOHKG814,SFO,HKG,2024-05-19,712,A380,555,532,32002963.15,921356.88
FL03978,LHRDXB596,LHR,DXB,2024-06-27,451,A380,555,459,31103460.76,738755.28
FL03979,HYDDEL202,HYD,DEL,2024-12-03,115,B737,162,158,914389.46,153163.84
FL03980,KTMDEL629,KTM,DEL,2024-05-20,121,B777,350,345,21974093.04,350983.36
FL03981,DFWDEN334,DFW,DEN,2024-01-18,119,A320,180,162,949620.8,163701.38
FL03982,BOMDXB422,BOM,DXB,2024-11-07,162,A320,180,98,1451526.97,171203.42
FL03983,DENDFW439,DEN,DFW,2024-10-27,124,B737,162,117,658452.39,154503.52
FL03984,GOIBOM673,GOI,BOM,2024-10-30,74,A320,180,157,563301.34,155975.14
FL03985,JFKLHR189,JFK,LHR,2024-07-03,443,A380,555,458,23804666.87,743713.63
FL03986,LAXNRT573,LAX,NRT,2024-12-22,699,B777,350,275,15957867.3,561796.95
FL03987,SINDEL765,SIN,DEL,2024-07-04,440,A380,555,415,30622346.05,709835.92
FL03988,FRABLR286,FRA,BLR,2024-07-18,615,A380,555,311,20924080.68,846770.98
FL03989,BOMDXB422,BOM,DXB,2024-01-29,180,A320,180,85,1458297.62,170873.19
FL03990,BOSMIA977,BOS,MIA,2024-05-12,174,A320,180,180,1067588.23,175258.23
FL03991,DELHYD177,DEL,HYD,2024-04-28,137,B777,350,171,1297098.77,352577.47
FL03992,DELCCU927,DEL,CCU,2024-06-04,138,B737,162,134,102564.1,153031.18
FL03993,NRTLAX296,NRT,LAX,2024-12-28,682,A380,555,555,44884924.22,851409.13
FL03994,DELMAA878,DEL,MAA,2024-12-06,166,A320,180,143,892478.97,173393.9
FL03995,JFKLHR189,JFK,LHR,2024-07-30,437,B777,350,299,16125691.51,484337.33
FL03996,BLRFRA643,BLR,FRA,2024-02-06,603,B777,350,240,7635259.54,518060.62
FL03997,CCUDEL674,CCU,DEL,2024-09-26,119,B737,162,123,476540.87,154382.26
FL03998,JFKLHR189,JFK,LHR,2024-04-24,457,A380,555,374,24263227.5,746303.99
FL03999,JFKLHR189,JFK,LHR,2024-05-02,437,B777,350,264,16960127.56,480407.67
FL04000,SFOSEA804,SFO,SEA,2024-08-10,122,B737,162,133,97204.8,152887.95
FL04001,DELMAA878,DEL,MAA,2024-04-26,156,B737,162,156,546402.2,161256.0
FL04002,CCUDAC142,CCU,DAC,2024-07-24,53,B737,162,137,1791920.1,144217.19
FL04003,BOSMIA977,BOS,MIA,2024-11-05,177,B737,162,133,702381.28,160889.02
FL04004,JFKLAX182,JFK,LAX,2024-11-10,342,A320,180,128,536124.02,198486.75
FL04005,HYDBLR645,HYD,BLR,2024-11-18,60,B737,162,140,632262.96,145563.83
FL04006,DELMAA878,DEL,MAA,2024-04-23,152,A320,180,138,135229.32,172295.48
FL04007,JFKLAX182,JFK,LAX,2024-09-02,339,B777,350,138,1131657.71,434941.44
FL04008,DELJFK372,DEL,JFK,2024-11-23,582,A380,555,480,26524357.82,810446.68
FL04009,KTMDEL629,KTM,DEL,2024-03-28,125,B737,162,113,1898771.48,258249.82
FL04010,AMDDEL683,AMD,DEL,2024-04-30,101,B777,350,231,1386005.95,347586.39
FL04011,DENDFW439,DEN,DFW,2024-04-20,112,B737,162,63,118537.78,153859.6
FL04012,CCUBOM220,CCU,BOM,2024-06-25,150,B737,162,147,897030.36,158205.35
FL04013,DXBLHR145,DXB,LHR,2024-10-19,442,B777,350,335,21147962.28,714792.3
FL04014,SINSYD262,SIN,SYD,2024-10-15,513,B777,350,333,14206667.22,496279.44
FL04015,MAADEL655,MAA,DEL,2024-09-02,158,A320,180,174,491198.44,171126.99
FL04016,HKGSFO785,HKG,SFO,2024-03-16,690,B777,350,225,9826285.85,591584.63
FL04017,BOMBLR153,BOM,BLR,2024-10-11,93,A320,180,173,713752.44,160663.24
FL04018,BOMLHR621,BOM,LHR,2024-07-22,578,B777,350,199,10627577.34,532460.91
FL04019,BOMCCU689,BOM,CCU,2024-11-22,148,B737,162,129,478898.63,159965.09
FL04020,JFKDEL155,JFK,DEL,2024-08-29,581,B777,350,253,8931194.43,511683.92
FL04021,BLRHYD297,BLR,HYD,2024-06-29,72,B737,162,129,571760.22,145172.51
FL04022,DELHYD177,DEL,HYD,2024-11-11,121,A320,180,113,111135.07,165297.74
FL04023,DXBBOM181,DXB,BOM,2024-08-11,168,B737,162,99,1693197.09,160786.6
FL04024,JFKLHR189,JFK,LHR,2024-02-03,456,B777,350,261,9447575.8,470938.54
FL04025,HKGSFO785,HKG,SFO,2024-07-05,704,B777,350,199,6599876.76,560923.17
FL04026,SYDSIN316,SYD,SIN,2024-03-06,498,B777,350,162,5420665.6,480609.45
FL04027,SFOSEA804,SFO,SEA,2024-08-19,117,A320,180,60,120995.98,163956.48
FL04028,BLRHYD297,BLR,HYD,2024-04-07,63,A320,180,155,890214.5,156244.46
FL04029,BOSMIA977,BOS,MIA,2024-04-14,189,A320,180,173,942383.62,172660.22
FL04030,BOMDEL453,BOM,DEL,2024-02-27,131,B737,162,120,79772.24,152559.5
FL04031,SEASFO967,SEA,SFO,2024-10-12,101,B737,162,146,159845.59,255271.7
FL04032,DELAMD347,DEL,AMD,2024-05-09,107,A320,180,60,99038.75,161003.89
FL04033,BOSMIA977,BOS,MIA,2024-12-17,175,A320,180,156,1002985.43,174859.47
FL04034,LAXJFK190,LAX,JFK,2024-02-18,340,B777,350,216,1411231.98,430501.58
FL04035,BOMCCU689,BOM,CCU,2024-10-27,143,B737,162,56,107768.6,157604.18
FL04036,LHRJFK256,LHR,JFK,2024-07-27,459,A380,555,481,28122219.11,744451.89
FL04037,DELCCU927,DEL,CCU,2024-03-24,121,A320,180,115,514160.45,166429.75
FL04038,LAXNRT573,LAX,NRT,2024-10-09,690,A380,555,427,36500477.58,851102.85
FL04039,LHRJFK256,LHR,JFK,2024-06-04,457,B777,350,350,20687817.18,492186.66
FL04040,GOIBOM673,GOI,BOM,2024-07-26,64,A320,180,120,618298.74,155095.79
FL04041,DELBLR942,DEL,BLR,2024-02-14,166,B737,162,54,124080.72,158592.93
FL04042,NRTLAX296,NRT,LAX,2024-04-02,677,B777,350,303,14743497.83,550049.37
FL04043,BLRHYD297,BLR,HYD,2024-08-15,68,A320,180,134,722671.22,155426.23
FL04044,JFKDEL155,JFK,DEL,2024-09-16,580,A380,555,284,19060553.81,836123.37
FL04045,DELMAA878,DEL,MAA,2024-06-07,163,B737,162,119,613274.82,161226.93
FL04046,SFOHKG814,SFO,HKG,2024-12-20,688,B777,350,350,18308037.44,592485.74
FL04047,JFKLAX182,JFK,LAX,2024-06-29,320,B777,350,298,2333494.39,435082.57
FL04048,BOMBLR153,BOM,BLR,2024-08-17,117,B737,162,131,63765.53,151382.61
FL04049,LAXJFK190,LAX,JFK,2024-03-14,320,B777,350,210,774058.02,437124.99
FL04050,DFWDEN334,DFW,DEN,2024-10-18,113,A320,180,173,1087819.29,165234.78
FL04051,JFKDEL155,JFK,DEL,2024-06-27,573,A380,555,555,34084110.38,831773.99
FL04052,DFWDEN334,DFW,DEN,2024-10-31,126,B737,162,109,624535.51,152842.68
FL04053,SEASFO967,SEA,SFO,2024-02-06,120,B737,162,61,107110.46,152186.12
FL04054,DXBLHR145,DXB,LHR,2024-12-17,435,B777,350,333,17698775.05,462185.43
FL04055,LHRDXB596,LHR,DXB,2024-10-19,451,B777,350,310,16059367.52,487746.97
FL04056,DELHYD177,DEL,HYD,2024-11-20,138,A320,180,132,585902.81,163660.51
FL04057,MAASIN314,MAA,SIN,2024-04-18,286,B777,350,277,13394912.68,416550.96
FL04058,CCUDAC142,CCU,DAC,2024-09-19,62,B737,162,137,3065035.99,144194.08
FL04059,DENDFW439,DEN,DFW,2024-02-23,126,B737,162,122,529427.35,155159.75
FL04060,DENDFW439,DEN,DFW,2024-01-27,119,B737,162,162,616549.97,152268.4
FL04061,PHXLAS165,PHX,LAS,2024-11-11,62,A320,180,150,823347.13,236630.66
FL04062,DELJFK372,DEL,JFK,2024-08-24,575,B777,350,266,9712836.19,539933.09
FL04063,BLRBOM564,BLR,BOM,2024-01-23,97,B737,162,160,1005583.52,151466.04
FL04064,DFWDEN334,DFW,DEN,2024-06-24,130,B737,162,125,699442.21,154743.88
FL04065,BOMBLR153,BOM,BLR,2024-01-16,109,B737,162,162,734580.03,151076.91
FL04066,CCUDEL674,CCU,DEL,2024-09-21,118,B777,350,294,2420996.36,357306.08
FL04067,BOSMIA977,BOS,MIA,2024-12-26,186,B737,162,162,790617.64,164273.69
FL04068,DELDXB146,DEL,DXB,2024-12-10,197,B737,162,149,4078332.72,219842.32
FL04069,LASPHX403,LAS,PHX,2024-04-21,59,A320,180,154,120673.64,156034.8
FL04070,BLRDEL424,BLR,DEL,2024-11-29,162,B777,350,316,2774109.93,368839.47
FL04071,BOMBLR153,BOM,BLR,2024-12-17,93,B737,162,134,772985.56,151224.37
FL04072,PHXLAS165,PHX,LAS,2024-04-21,69,A320,180,121,470692.16,155748.08
FL04073,JFKLAX182,JFK,LAX,2024-04-30,335,B737,162,124,118876.73,182709.56
FL04074,LAXJFK190,LAX,JFK,2024-01-23,339,B777,350,293,2975560.24,443974.67
FL04075,JFKDEL155,JFK,DEL,2024-04-10,592,B777,350,246,12914410.92,535929.33
FL04076,BLRBOM564,BLR,BOM,2024-08-18,97,A320,180,134,127845.09,160945.31
FL04077,HYDBLR645,HYD,BLR,2024-09-06,75,A320,180,75,98893.23,156569.82
FL04078,HYDBLR645,HYD,BLR,2024-06-09,61,B737,162,154,954818.06,145000.7
FL04079,DELBLR942,DEL,BLR,2024-02-28,175,A320,180,99,104539.45,170212.19
FL04080,ATLORD193,ATL,ORD,2024-08-28,140,B737,162,96,118814.03,156928.81
FL04081,KTMDEL629,KTM,DEL,2024-02-17,102,B737,162,92,1537052.92,152902.01
FL04082,DXBBOM181,DXB,BOM,2024-01-16,166,A320,180,165,1814393.05,171367.0
FL04083,DELKTM414,DEL,KTM,2024-11-28,111,B777,350,304,10476811.94,350336.91
FL04084,SFOSEA804,SFO,SEA,2024-06-29,126,B737,162,111,63662.41,151798.62
FL04085,LAXJFK190,LAX,JFK,2024-01-27,333,B777,350,174,1715064.35,430889.97
FL04086,PHXLAS165,PHX,LAS,2024-10-02,73,A320,180,162,997962.45,155151.18
FL04087,DELHYD177,DEL,HYD,2024-04-08,114,A320,180,149,608620.74,166217.49
FL04088,BOMDEL453,BOM,DEL,2024-12-21,110,B737,162,137,752166.85,153391.19
FL04089,SEASFO967,SEA,SFO,2024-10-15,115,B737,162,96,97578.67,241442.41
FL04090,ATLORD193,ATL,ORD,2024-12-12,153,B777,350,138,1407217.05,358321.05
FL04091,DELKTM414,DEL,KTM,2024-02-04,120,A320,180,131,1710842.56,162042.09
FL04092,MAASIN314,MAA,SIN,2024-06-07,278,B737,162,139,2883870.26,181016.22
FL04093,DFWDEN334,DFW,DEN,2024-02-07,119,A320,180,105,77665.74,165613.31
FL04094,SINDEL765,SIN,DEL,2024-02-07,459,A380,555,318,22874063.75,750220.42
FL04095,HYDDEL202,HYD,DEL,2024-06-21,114,A320,180,156,653103.01,220801.9
FL04096,SINMAA969,SIN,MAA,2024-10-13,298,A320,180,64,1076428.05,190878.59
FL04097,AMDDEL683,AMD,DEL,2024-01-28,106,A320,180,180,918044.56,269297.25
FL04098,CCUDAC142,CCU,DAC,2024-03-26,51,A320,180,145,672474.31,153958.81
FL04099,SFOHKG814,SFO,HKG,2024-12-21,700,A380,555,419,26063573.7,928280.6
FL04100,DELSIN670,DEL,SIN,2024-05-29,444,B777,350,334,16027171.23,481113.53
FL04101,LHRDXB596,LHR,DXB,2024-09-08,432,A380,555,508,33025731.66,740462.64
FL04102,LHRJFK256,LHR,JFK,2024-05-15,445,B777,350,332,14860309.32,487474.58
FL04103,CCUBOM220,CCU,BOM,2024-04-21,160,A320,180,141,571281.63,169975.43
FL04104,DELAMD347,DEL,AMD,2024-01-02,103,A320,180,180,887971.35,160824.95
FL04105,BOSMIA977,BOS,MIA,2024-01-28,191,B737,162,126,821061.71,162599.54
FL04106,BOSMIA977,BOS,MIA,2024-03-19,176,B777,350,201,1271858.87,381044.19
FL04107,DELDXB146,DEL,DXB,2024-03-16,197,B737,162,118,1351667.71,207688.12
FL04108,DELAMD347,DEL,AMD,2024-01-14,102,A320,180,77,76599.02,161628.77
FL04109,DELBLR942,DEL,BLR,2024-07-22,170,A320,180,101,77274.99,171961.46
FL04110,DENDFW439,DEN,DFW,2024-08-29,126,A320,180,133,89243.17,163579.91
FL04111,SINDEL765,SIN,DEL,2024-03-04,461,B777,350,264,13612358.67,465726.46
FL04112,ATLORD193,ATL,ORD,2024-07-10,135,A320,180,116,588693.67,169425.77
FL04113,DELSIN670,DEL,SIN,2024-11-11,462,A380,555,395,19560044.97,1074827.72
FL04114,BLRBOM564,BLR,BOM,2024-12-20,96,A320,180,180,962505.22,162840.61
FL04115,ATLORD193,ATL,ORD,2024-09-02,142,A320,180,118,700618.2,168150.64
FL04116,BLRDEL424,BLR,DEL,2024-04-25,162,A320,180,146,639782.69,170825.29
FL04117,MIABOS172,MIA,BOS,2024-11-27,174,B737,162,124,599865.01,237896.7
FL04118,MAADEL655,MAA,DEL,2024-10-19,167,A320,180,121,589670.93,172795.94
FL04119,LHRBOM617,LHR,BOM,2024-01-15,569,A380,555,416,25271772.52,796406.55
FL04120,DELSIN670,DEL,SIN,2024-12-17,441,B777,350,350,22150756.46,482430.72
FL04121,MAADEL655,MAA,DEL,2024-12-11,177,A320,180,180,1003493.55,292240.58
FL04122,BLRFRA643,BLR,FRA,2024-11-27,610,B777,350,302,15603585.5,818809.83
FL04123,BLRHYD297,BLR,HYD,2024-08-04,65,B737,162,135,106797.0,145855.28
FL04124,DXBBOM181,DXB,BOM,2024-06-26,170,B737,162,152,1336103.95,162320.81
FL04125,LAXNRT573,LAX,NRT,2024-01-29,682,A380,555,507,32340856.35,901817.79
FL04126,MIABOS172,MIA,BOS,2024-12-14,186,A320,180,141,981324.9,172907.09
FL04127,KTMDEL629,KTM,DEL,2024-11-09,114,B737,162,150,3120304.54,153009.54
FL04128,LHRDXB596,LHR,DXB,2024-12-17,444,B777,350,316,13977589.35,481504.9
FL04129,SYDSIN316,SYD,SIN,2024-09-28,501,A380,555,441,16429810.72,784778.75
FL04130,BLRFRA643,BLR,FRA,2024-07-04,598,A380,555,417,24018612.25,826107.69
FL04131,AMDDEL683,AMD,DEL,2024-01-18,101,B737,162,135,844847.51,149966.37
FL04132,BOMCCU689,BOM,CCU,2024-01-24,162,A320,180,168,824935.09,167936.78
FL04133,DELSIN670,DEL,SIN,2024-04-17,454,B777,350,263,10605247.77,632320.9
FL04134,LHRDXB596,LHR,DXB,2024-02-19,448,B777,350,194,9852040.27,489466.17
FL04135,ATLORD193,ATL,ORD,2024-02-06,152,B737,162,97,63948.36,158190.85
FL04136,LHRBOM617,LHR,BOM,2024-06-13,578,A380,555,553,31466502.66,797044.53
FL04137,SFOSEA804,SFO,SEA,2024-12-06,121,A320,180,180,993749.35,163808.24
FL04138,AMDDEL683,AMD,DEL,2024-09-29,102,B737,162,83,69927.54,149539.63
FL04139,DELAMD347,DEL,AMD,2024-11-11,99,A320,180,143,842635.25,160065.24
FL04140,BOMGOI330,BOM,GOI,2024-03-24,78,A320,180,123,602500.85,155435.31
FL04141,LHRBOM617,LHR,BOM,2024-11-08,581,A380,555,176,13787690.49,791694.96
FL04142,DELAMD347,DEL,AMD,2024-10-03,96,B737,162,124,78688.52,149599.74
FL04143,KTMDEL629,KTM,DEL,2024-02-23,127,A320,180,124,1709836.29,267529.61
FL04144,CCUDAC142,CCU,DAC,2024-05-14,71,A320,180,155,3220675.8,154274.65
FL04145,AMDDEL683,AMD,DEL,2024-03-14,102,A320,180,143,549323.69,162165.96
FL04146,FRABLR286,FRA,BLR,2024-09-22,605,A380,555,432,37792604.63,827281.18
FL04147,LAXJFK190,LAX,JFK,2024-06-17,325,B737,162,162,901941.32,188747.43
FL04148,AMDDEL683,AMD,DEL,2024-11-08,95,A320,180,120,708140.9,162477.41
FL04149,SFOSEA804,SFO,SEA,2024-01-02,111,B777,350,350,2972276.87,352225.51
FL04150,LAXNRT573,LAX,NRT,2024-12-23,676,A380,555,471,47299718.53,879067.65
FL04151,BLRBOM564,BLR,BOM,2024-05-22,100,A320,180,159,962228.11,161822.02
FL04152,SEASFO967,SEA,SFO,2024-12-08,114,B737,162,129,833669.04,153416.0
FL04153,LHRBOM617,LHR,BOM,2024-03-10,585,A380,555,408,20152445.03,835485.28
FL04154,BOSMIA977,BOS,MIA,2024-08-02,179,A320,180,115,93500.08,173594.63
FL04155,BOMBLR153,BOM,BLR,2024-03-08,94,A320,180,119,593676.51,161208.22
FL04156,CCUDEL674,CCU,DEL,2024-12-11,132,B737,162,162,931065.4,155230.93
FL04157,DELMAA878,DEL,MAA,2024-11-21,165,B737,162,117,503164.59,161147.98
FL04158,DELCCU927,DEL,CCU,2024-02-23,134,B737,162,44,63116.94,152915.1
FL04159,MAASIN314,MAA,SIN,2024-09-06,285,A320,180,162,3772436.27,190455.78
FL04160,SFOHKG814,SFO,HKG,2024-06-26,698,A380,555,488,36921306.91,873641.83
FL04161,SEASFO967,SEA,SFO,2024-05-31,122,A320,180,111,68340.6,164270.12
FL04162,DXBDEL706,DXB,DEL,2024-03-12,197,A320,180,53,930640.26,177854.02
FL04163,SEASFO967,SEA,SFO,2024-06-10,120,B737,162,149,677412.71,153260.35
FL04164,DXBDEL706,DXB,DEL,2024-03-30,194,B737,162,128,2489786.14,166255.88
FL04165,MIABOS172,MIA,BOS,2024-06-17,177,B737,162,126,670549.44,164198.42
FL04166,BOMDXB422,BOM,DXB,2024-10-11,167,B737,162,133,2909639.55,162279.81
FL04167,CCUDEL674,CCU,DEL,2024-01-09,126,B737,162,150,740109.76,154243.16
FL04168,DELHYD177,DEL,HYD,2024-09-03,137,B737,162,108,597320.73,154499.83
FL04169,LAXJFK190,LAX,JFK,2024-03-14,322,A320,180,134,686270.83,200612.26
FL04170,DELBOM405,DEL,BOM,2024-09-04,129,B737,162,113,105825.62,154084.37
FL04171,DELBOM405,DEL,BOM,2024-12-06,130,A320,180,180,884107.75,164342.68
FL04172,SINSYD262,SIN,SYD,2024-11-21,498,A380,555,437,27134554.46,761674.89
FL04173,LHRJFK256,LHR,JFK,2024-08-19,441,B777,350,274,8566111.68,468299.64
FL04174,LAXJFK190,LAX,JFK,2024-12-27,325,B777,350,292,3225213.65,439409.73
FL04175,LHRDXB596,LHR,DXB,2024-03-05,432,A380,555,349,25157178.79,727152.43
FL04176,GOIBOM673,GOI,BOM,2024-05-10,62,B737,162,90,138154.65,204690.68
FL04177,DELKTM414,DEL,KTM,2024-11-05,116,A320,180,156,2481595.36,163560.97
FL04178,DACCCU362,DAC,CCU,2024-08-22,63,B737,162,105,1305119.59,143868.74
FL04179,BOMLHR621,BOM,LHR,2024-02-05,572,A380,555,389,24341672.86,833202.09
FL04180,SINMAA969,SIN,MAA,2024-04-29,294,B777,350,320,19323313.73,412869.44
FL04181,DELBOM405,DEL,BOM,2024-05-22,121,A320,180,180,809682.01,164457.55
FL04182,LHRDXB596,LHR,DXB,2024-04-05,441,B777,350,293,7319099.21,481969.87
FL04183,BOMLHR621,BOM,LHR,2024-06-29,573,A380,555,555,40183371.11,772353.25
FL04184,DACCCU362,DAC,CCU,2024-12-12,54,A320,180,180,4275284.65,154327.77
FL04185,BOMCCU689,BOM,CCU,2024-01-17,144,A320,180,136,795425.07,169227.12
FL04186,MAADEL655,MAA,DEL,2024-01-25,155,A320,180,180,1064876.91,169142.45
FL04187,HYDBLR645,HYD,BLR,2024-09-15,64,B737,162,150,614598.22,145608.61
FL04188,ORDATL400,ORD,ATL,2024-11-15,134,A320,180,99,203278.96,253256.9
FL04189,BOMLHR621,BOM,LHR,2024-02-29,566,A380,555,329,11552464.5,831311.63
FL04190,JFKLAX182,JFK,LAX,2024-01-11,332,B777,350,203,1781254.14,432921.24
FL04191,DELMAA878,DEL,MAA,2024-07-14,170,B777,350,243,1718583.68,369368.19
FL04192,LAXNRT573,LAX,NRT,2024-06-29,687,A380,555,451,30826229.43,883754.92
FL04193,BOMDEL453,BOM,DEL,2024-06-14,128,B737,162,125,651140.62,151757.93
FL04194,JFKLHR189,JFK,LHR,2024-02-28,437,B777,350,222,10903552.76,488268.75
FL04195,LHRBOM617,LHR,BOM,2024-06-25,571,B777,350,332,13617029.57,539282.92
FL04196,HYDDEL202,HYD,DEL,2024-02-01,129,B737,162,128,554833.55,154326.84
FL04197,BOMCCU689,BOM,CCU,2024-02-08,165,B737,162,100,119011.95,158771.76
FL04198,CCUBOM220,CCU,BOM,2024-07-10,149,A320,180,141,175264.84,274716.11
FL04199,DELBLR942,DEL,BLR,2024-12-06,164,B737,162,93,566692.1,160938.7
FL04200,DELCCU927,DEL,CCU,2024-10-07,138,A320,180,107,127473.85,166541.18
FL04201,MAASIN314,MAA,SIN,2024-02-16,275,B737,162,121,1609811.94,308118.02
FL04202,LHRDXB596,LHR,DXB,2024-10-25,457,A380,555,519,31529996.04,737815.02
FL04203,DELJFK372,DEL,JFK,2024-05-08,568,B777,350,201,7990724.59,528767.83
FL04204,ATLORD193,ATL,ORD,2024-12-03,155,B737,162,153,724999.85,156991.43
FL04205,BOMDEL453,BOM,DEL,2024-09-01,113,A320,180,128,68358.66,165185.48
FL04206,DACCCU362,DAC,CCU,2024-06-03,71,A320,180,129,3294986.03,153860.35
FL04207,BLRBOM564,BLR,BOM,2024-06-03,115,A320,180,173,762095.03,162656.46
FL04208,ATLORD193,ATL,ORD,2024-04-13,147,A320,180,160,809314.31,169028.33
FL04209,SEASFO967,SEA,SFO,2024-02-14,104,B737,162,97,64221.49,151127.46
FL04210,HYDDEL202,HYD,DEL,2024-03-25,120,A320,180,142,638010.96,165158.25
FL04211,DELBLR942,DEL,BLR,2024-10-30,169,A320,180,154,616797.39,171206.59
FL04212,BLRDEL424,BLR,DEL,2024-11-26,175,B737,162,104,106105.31,158961.56
FL04213,ATLORD193,ATL,ORD,2024-02-29,149,A320,180,101,125302.97,168623.26
FL04214,HYDDEL202,HYD,DEL,2024-04-21,119,A320,180,136,665215.07,166194.91
FL04215,BOMBLR153,BOM,BLR,2024-03-18,94,A320,180,118,572107.14,161615.5
FL04216,GOIBOM673,GOI,BOM,2024-12-30,73,B737,162,162,1058786.92,144547.65
FL04217,CCUDEL674,CCU,DEL,2024-10-15,126,B737,162,57,99943.07,155269.54
FL04218,DELBLR942,DEL,BLR,2024-01-16,157,A320,180,108,710940.01,168897.31
FL04219,AMDDEL683,AMD,DEL,2024-05-14,105,B777,350,297,3029890.43,343874.9
FL04220,LASPHX403,LAS,PHX,2024-06-25,57,B737,162,89,122163.34,145308.13
FL04221,ORDATL400,ORD,ATL,2024-11-30,139,B737,162,113,591022.11,157676.03
FL04222,BLRBOM564,BLR,BOM,2024-04-10,113,A320,180,172,814477.96,160782.77
FL04223,MAASIN314,MAA,SIN,2024-01-29,275,B777,350,350,22737189.09,426132.94
FL04224,DELCCU927,DEL,CCU,2024-10-20,131,B737,162,157,604760.66,154205.56
FL04225,BOMDEL453,BOM,DEL,2024-10-31,118,A320,180,144,754099.27,164962.04
FL04226,DENDFW439,DEN,DFW,2024-05-05,126,B737,162,119,66440.32,152909.92
FL04227,BLRDEL424,BLR,DEL,2024-02-25,168,A320,180,112,531762.35,172381.21
FL04228,PHXLAS165,PHX,LAS,2024-02-03,59,B737,162,88,98351.6,201527.98
FL04229,GOIBOM673,GOI,BOM,2024-01-16,62,A320,180,165,1143804.69,155784.64
FL04230,BOMGOI330,BOM,GOI,2024-10-04,60,B737,162,138,683940.91,145164.04
FL04231,BOSMIA977,BOS,MIA,2024-01-03,182,A320,180,171,771301.6,176458.15
FL04232,DELKTM414,DEL,KTM,2024-12-20,113,B737,162,79,2123009.57,152867.05
FL04233,JFKLAX182,JFK,LAX,2024-02-27,343,B777,350,265,2028487.66,443798.26
FL04234,BOMDEL453,BOM,DEL,2024-06-08,123,B777,350,261,2412834.98,352014.54
FL04235,LHRBOM617,LHR,BOM,2024-10-07,566,A380,555,401,34944347.13,831559.87
FL04236,HYDDEL202,HYD,DEL,2024-09-29,124,B777,350,130,208680.65,353466.09
FL04237,DXBDEL706,DXB,DEL,2024-08-03,207,A320,180,116,1895053.97,176545.56
FL04238,AMDDEL683,AMD,DEL,2024-04-28,103,A320,180,117,105583.2,160603.75
FL04239,LAXJFK190,LAX,JFK,2024-03-27,334,B737,162,109,127644.24,181939.23
FL04240,GOIBOM673,GOI,BOM,2024-02-22,67,A320,180,79,86710.25,154954.41
FL04241,CCUBOM220,CCU,BOM,2024-12-27,156,B737,162,135,665122.83,156608.29
FL04242,BOMLHR621,BOM,LHR,2024-02-22,562,B777,350,280,13557238.44,540356.69
FL04243,MAADEL655,MAA,DEL,2024-03-26,174,B737,162,121,122803.43,158879.35
FL04244,JFKLHR189,JFK,LHR,2024-06-28,447,B777,350,262,12825587.81,492702.99
FL04245,DELDXB146,DEL,DXB,2024-04-28,194,B737,162,106,1640091.16,161925.36
FL04246,CCUDAC142,CCU,DAC,2024-05-19,57,B737,162,130,3270006.07,144182.92
FL04247,NRTLAX296,NRT,LAX,2024-08-05,695,B777,350,115,3512533.61,545147.96
FL04248,SFOSEA804,SFO,SEA,2024-03-11,113,B737,162,123,581327.51,153382.9
FL04249,JFKDEL155,JFK,DEL,2024-05-16,591,B777,350,332,8510856.6,536641.77
FL04250,MIABOS172,MIA,BOS,2024-04-16,173,B737,162,131,105547.91,163307.1
FL04251,SINDEL765,SIN,DEL,2024-12-13,440,B777,350,264,17449288.01,467801.14
FL04252,SYDSIN316,SYD,SIN,2024-10-20,495,A380,555,286,25260776.97,737217.34
FL04253,DELMAA878,DEL,MAA,2024-12-20,159,A320,180,180,1168509.43,173409.03
FL04254,AMDDEL683,AMD,DEL,2024-11-17,103,B737,162,116,620187.6,151370.29
FL04255,DELBLR942,DEL,BLR,2024-08-03,168,A320,180,128,566221.1,172065.07
FL04256,LAXJFK190,LAX,JFK,2024-03-04,337,B777,350,203,1597735.8,426630.13
